,club_name,club_loc,club_id,club_zone
171, Windy City Water Polo,"Primary Pool:
				Fenwick High School
				505 W. Washington BlvdOak Park, IL  60302
				","
				 
					Club ID: 1020
 
				
					
",10003
172, Wolverine Water Polo,"Primary Pool:
				Skyline High School
				2552 N Maple RdAnn Arbor, MI  48103
				","
				 
					Club ID: 560
 
				
			",10003
173, Albuquerque Water Polo Club,"Primary Pool:
				West Mesa Aquatic Center
				6705 Fortuna Rd SwAlbuquerque, NM  87105
				","
				 
					Club ID: 20670
 
				
			",10010
174, Arvada West Water Polo,"Primary Pool:
				George J. Meyers Swimming Pool
				7900 Carr Dr.Arvada, CO  80005
				","
				 
					Club ID: 34567
 
				
			",10010
175, Bear River HS Water Polo,"Primary Pool:
				Bear River Natatorium
				1455 S Main St.Garland, UT  84312
				","
				 
					Club ID: 30335
 
				
			",10010
176, Bengal Polo,"Primary Pool:
				Cottonwood Heights Rec Center
				7500 S 2700 ESlc, UT  84121
				","
				 
					Club ID: 22656
 
				
			",10010
177, Cache Polo,"Primary Pool:
				Mountain Crest High School
				255 South 800 EastHyrum, UT  84322
				","
				 
					Club ID: 31406
 
				
			",10010
178, Colorado Water Polo,"Primary Pool:
				Hinkley High School
				1250 Chambers RdAurora, CO  80011
				","
				 
					Club ID: 1878
 
				
			",10010
179, Copper Hills High Polo,"Primary Pool:
				Kearns Oquirrh Park Fitness Center
				5624 S 4800 WKearns, UT  84118
				","
				 
					Club ID: 30336
 
				
			",10010
180, Denver Water Polo,"Primary Pool:
				El Pomar Natatorium
				2201 E. Asbury AveDenver, CO  80208
				","
				 
					Club ID: 30810
 
				
			",10010
181, Dixie Water Polo,"Primary Pool:
				Dixie State University
				225 South University Avenueattn. Fitness Center PoolSt. George, UT  84770
				","
				 
					Club ID: 33588
 
				
			",10010
182, Duke City Aquatics,"Primary Pool:
				West Mesa Aquatic Center
				6705 Fortuna Rd SwAlbuquerque, NM  87105
				","
				 
					Club ID: 238
 
				
			",10010
183, Iron County United,"Primary Pool:
				JL Sorenson Physical Education Building Aquatic Center
				351 W University BlvdCedar City, UT  84720
				","
				 
					Club ID: 31495
 
				
			",10010
184, J Water Polo,"Primary Pool:
				Amphitheater High School
				125 W. Yavapai RD.Tucson, AZ  85705
				","
				 
					Club ID: 34320
 
				
			",10010
185, Kearns Water Polo,"Primary Pool:
				Kearns Oquirrh Park Fitness Center
				5624 S 4800 WKearns, UT  84118
				","
				 
					Club ID: 635
 
				
			",10010
186, Lobo 50's,"Primary Pool:
				West Family YMCA Boise Aquatic Center
				5959 N Discovery PlaceBoise, ID  83713
				","
				 
					Club ID: 16591
 
				
			",10010
187, Mesa Water Polo Academy,"Primary Pool:
				Skyline Aquatic Center
				845 S. Crismon RdMesa, AZ  85208
				","
				 
					Club ID: 459
 
				
			",10010
188, Mountain Premier Water Polo,"Primary Pool:
				Ecker Hills Middle School
				2465 W Kilby Rd.Park City, UT  84098
				","
				 
					Club ID: 34474
 
				
			",10010
189, Murray Spartan Water Polo,"Primary Pool:
				Murray Park Center  Murray City/Murray School District
				5201 S. Murray Park AveMurray, UT  84107
				","
				 
					Club ID: 21189
 
				
			",10010
190, New Mexico High School Water Polo,"Primary Pool:
				West Mesa Aquatic Center
				6705 Fortuna Rd SwAlbuquerque, NM  87105
				","
				 
					Club ID: 31250
 
				
			",10010
191, NM Water Polo,"Primary Pool:
				West Mesa Aquatic Center
				6705 Fortuna Rd SwAlbuquerque, NM  87105
				","
				 
					Club ID: 18437
 
				
			",10010
192, Old Pueblo Water Polo,"Primary Pool:
				University Of Arizona
				1400 E. 6Th St.Tucson, AZ  85721
				","
				 
					Club ID: 19154
 
				
			",10010
193, Olympus Aquatics,"Primary Pool:
				Olympus High School
				4035 S 2300 ESalt Lake City, UT  84123
				","
				 
					Club ID: 21411
 
				
			",10010
194, Park City,"Primary Pool:
				Park City Aquatic Center
				2465 West Kilby RdPark City, UT  84098
				","
				 
					Club ID: 23839
 
				
			",10010
195, Pirate Water Polo,"Primary Pool:
				Cyprus High School Pool - Granite School District
				8623 West 3000 SouthMagna, UT  84044
				","
				 
					Club ID: 224
 
				
			",10010
196, Quac,"Primary Pool:
				Fairmont Aquatic Center
				1044 E. Sugarmont DriveSalt Lake City, UT  84106
				","
				 
					Club ID: 17276
 
				
			",10010
197, Rocky Mountain Neptunes,"Primary Pool:
				Veterans Memorial Aquatics Center
				5310 E 136Th Ave.Thornton, CO  80602
				","
				 
					Club ID: 20236
 
				
			",10010
198, Scottsdale Water Polo,"Primary Pool:
				Brophy College Preparatory
				4701 North Central AvenuePhoenix, AZ  85012
				","
				 
					Club ID: 18476
 
				
			",10010
199, Sierra Nevada Water Polo,"Primary Pool:
				Idlewild Pool
				1805 Idlewild DrReno, NV  89509
				","
				 
					Club ID: 1422
 
				
			",10010
200, South County-Herriman Polo,"Primary Pool:
				J.L. Sorenson Recreation Center
				5350 W 12600 SouthHerriman, UT  84096
				","
				 
					Club ID: 22771
 
				
			",10010
201, South Davis Water Polo,"Primary Pool:
				South Davis Recreation Center
				550 N. 200 W.Bountiful, UT  84010
				","
				 
					Club ID: 17988
 
				
			",10010
202, Southern Utah Water Polo (SUWP),"Primary Pool:
				Washington City Recreation
				350 N. Community Center Dr.Washington, UT  84780
				","
				 
					Club ID: 30009
 
				
			",10010
203, Sun Devil Water Polo,"Primary Pool:
				Arizona State University - Mona Plummer
				Mona Plummer Aquatic Conmplex601 S College Ave.Tempe, AZ  85287
				","
				 
					Club ID: 572
 
				
			",10010
204, Team Vegas Water Polo,"Primary Pool:
				Heritage Park Aquatic Complex
				310 South Racetrack RoadHenderson, NV  89015
				","
				 
					Club ID: 71
 
				
			",10010
205, UCO Water Polo,"Primary Pool:
				Clyde Recreation Center
				717 South 1200 WestSpringville, UT  84663
				","
				 
					Club ID: 1543
 
				
			",10010
206, Utah East Side,"Primary Pool:
				University of Utah Natatorium
				250 South 1850 EastSalt Lake City, UT  84112
				","
				 
					Club ID: 34028
 
				
			",10010
207, Utah High School WP Association,"Primary Pool:
				Olympus High School
				4035 S 2300 ESalt Lake City, UT  84123
				","
				 
					Club ID: 30323
 
				
			",10010
208, Utah Premier Water Polo,"Primary Pool:
				Ecker Hills Middle School
				2465 W Kilby Rd.Park City, UT  84098
				","
				 
					Club ID: 30240
 
				
			",10010
209, Wasatch Water Polo,"Primary Pool:
				Wasatch Aquatic Center
				800 South 200 EastHeber City, UT  84032
				","
				 
					Club ID: 30623
 
				
			",10010
210, Zonapolo,"Primary Pool:
				University Of Arizona
				1400 E. 6Th St.Tucson, AZ  85721
				","
				 
					Club ID: 34230
 
				
			",10010
211, Asphalt Green Water Polo Club,"Primary Pool:
				Asphalt Green
				555 E. 90Th St. (At York Ave)New York, NY  10128
				","
				 
					Club ID: 97
 
				
			",1795
212, Barcelona International Water Polo Association,Unknown,"
				 
					Club ID: 34590
 
				
			",1795
213, Bison Water Polo,"Primary Pool:
				Bucknell University
				701 Moore AveLewisburg, PA  17837
				","
				 
					Club ID: 15797
 
				
			",1795
214, Blue Storm,"Primary Pool:
				Beinecke Pool
				131 Martinsville RoadBasking Ridge, NJ  07920
				","
				 
					Club ID: 34176
 
				
			",1795
215, Brooklyn Hustle Water Polo Club,"Primary Pool:
				LIU Brooklyn
				161 Ashland PlaceBrooklyn, NY  11201
				","
				 
					Club ID: 33654
 
				
			",1795
216, Bruno Water Polo,"Primary Pool:
				Smith Swim Center
				235 Hope StProvidence, RI  02912
				","
				 
					Club ID: 17952
 
				
			",1795
217, Buxmont Water Polo,"Primary Pool:
				Governor Mifflin Intermediate School
				600 Governor DriveShillington, PA  19607
				","
				 
					Club ID: 31244
 
				
			",1795
218, Capital DC Water Polo Club,"Primary Pool:
				Washington & Lee High School
				1301 North Stafford StreetArlington, VA  22201
				","
				 
					Club ID: 30226
 
				
			",1795
219, Central PA Eagles,"Primary Pool:
				Cumberland Valley High School
				Carlisle PikeMechanicsburg, PA  17050
				","
				 
					Club ID: 31231
 
				
			",1795
220, Chelsea Piers Water Polo,"Primary Pool:
				Chelsea Piers CT
				1 Blachley RoadStamford, CT  06902
				","
				 
					Club ID: 1335
 
				
			",1795
221, Crimson Water Polo,"Primary Pool:
				Blodgett Pool - Harvard University
				79 North Harvard StreetBoston, MA  02163
				","
				 
					Club ID: 19685
 
				
			",1795
222, East Coast Aquatic Water Polo,"Primary Pool:
				Virginia Wesleyan College
				5817 Wesleyan DriveVirginia Beach, VA  23455
				","
				 
					Club ID: 31446
 
				
			",1795
223, Epic Water Polo,"Primary Pool:
				Central High School
				1700 West Olney Ave.Central High SchoolErie, PA  16508
				","
				 
					Club ID: 23764
 
				
			",1795
224, Greater New Haven Water Polo,"Primary Pool:
				Albertus Magnus College
				303 Huntington StreetNew Haven, CT  06511
				","
				 
					Club ID: 30148
 
				
			",1795
225, Greenwich Aquatics,"Primary Pool:
				Greenwich YMCA
				50 East Putnam AvenueGreenwich, CT  06830
				","
				 
					Club ID: 17825
 
				
			",1795
226, Hampton Roads Water Polo Club,"Primary Pool:
				Norfolk Academy
				1585 Wesleyan DriveNorfolk, VA  23502
				","
				 
					Club ID: 33694
 
				
			",1795
227," Kingfish Water Polo Foundation, Inc","Primary Pool:
				Wilson High School
				2601 Granview Blvd.Reading, PA  19609
				","
				 
					Club ID: 632
 
				
			",1795
228, Mako Polo,"Primary Pool:
				St. Francis College
				180 Remsen St.Brooklyn Heights, NY  11201
				","
				 
					Club ID: 22445
 
				
			",1795
229, Mass Youth Water Polo Inc.,"Primary Pool:
				Brandeis University Pool- Linsey Pool
				415 South StreetWaltham, MA  02453
				","
				 
					Club ID: 34338
 
				
			",1795
230, Maverick Water Polo,"Primary Pool:
				Haverford School
				450 Lancaster Ave.Haverford, PA  19041
				","
				 
					Club ID: 30546
 
				
			",1795
231, Navy Aquatic Club,"Primary Pool:
				Naval Academy-Scott Nat
				MacDonough HallAnnapolis, MD  21402
				","
				 
					Club ID: 200
 
				
			",1795
232, New York Athletic Club,"Primary Pool:
				Travers Island
				180 Central Park SouthPehlam, NY  10019
				","
				 
					Club ID: 621
 
				
			",1795
233, North Penn Water Polo Club,"Primary Pool:
				North Penn High School
				1340 Valley ForgeLansdale, PA  19446
				","
				 
					Club ID: 595
 
				
			",1795
234, Northern Virginia WPC,"Primary Pool:
				Woodrow Wilson Aquatic Center
				4551 Fort Drive NWWashington, DC  20016
				","
				 
					Club ID: 711
 
				
			",1795
235, Pittsburgh Water Polo,"Primary Pool:
				North Allegheny Senior High School
				10375 Perry HighwayWexford, PA  15090
				","
				 
					Club ID: 16633
 
				
			",1795
236, Potomac Water Polo Club,"Primary Pool:
				University Of Maryland
				1115 Eppley Recreation CenterCollege Park, MD  20742
				","
				 
					Club ID: 33519
 
				
			",1795
237, Red Fox Water Polo,"Primary Pool:
				Marist College - McCann Aquatic Center
				3399 North RoadPoughkeepsie, NY  12601
				","
				 
					Club ID: 31502
 
				
			",1795
238, Richmond Water Polo,"Primary Pool:
				Nova
				12207 Gayton RdHenrico, VA  23238
				","
				 
					Club ID: 31201
 
				
			",1795
239, Rockville/Montgomery Water Polo Club,"Primary Pool:
				Kennedy Shriver Aquatic Center
				5900 Executive BlvdRockville, MD  20852
				","
				 
					Club ID: 19
 
				
			",1795
240, SwimRVA Water Polo,"Primary Pool:
				SwimRVA: Collegiate School Aquatics Center
				5050 Ridgedale PkwyRichmond, VA  23234
				","
				 
					Club ID: 22295
 
				
			",1795
241, Team New York Aquatics,"Primary Pool:
				Columbia University Dodge Physical Fitness Center
				2960 BroadwayNew York, NY  10027
				","
				 
					Club ID: 747
 
				
			",1795
242, Test Club 3,"Primary Pool:
				Mountain View High School
				35353 Truman AveMountain View, CA  94040
				","
				 
					Club ID: 17901
 
				
			",1795
243, The St. James Water Polo,"Primary Pool:
				The St. James
				6805 Industrial RoadSpringfield, VA  22151
				","
				 
					Club ID: 34374
 
				
			",1795
244, Tiger Aquatics Water Polo,"Primary Pool:
				Princeton University Denunzio Pool
				Denunzio PoolPrinceton, NJ  08540
				","
				 
					Club ID: 17668
 
				
			",1795
245, Virginia Beach High School Water Polo,"Primary Pool:
				Bayside Recreational Center
				4500 First Ct. RdVirginia Beach, VA  23455
				","
				 
					Club ID: 33930
 
				
			",1795
246, Washington Wetskins Water Polo Club,"Primary Pool:
				Takoma  Aquatic Center
				300 Van Buren Street NWWashington, DC  20011
				","
				 
					Club ID: 34
 
				
			",1795
247, West Suburban YMCA,"Primary Pool:
				West Suburban YMCA
				276 Church St.Newton, MA  02458
				","
				 
					Club ID: 22861
 
				
			",1795
248, Whitman Vikings WP Club,"Primary Pool:
				Landon School
				6101 Wilson LaneBethesda, MD  20817
				","
				 
					Club ID: 20836
 
				
			",1795
249, Y Pro Water Polo,"Primary Pool:
				Kings Bay YM-YWHA
				3495 Nostrand AveBrookyln, NY  11229
				","
				 
					Club ID: 21571
 
				
			",1795
250, Albany Water Polo,"Primary Pool:
				Albany YMCA
				3201 Pacific Blvd. SWAlbany, OR  97321
				","
				 
					Club ID: 30322
 
				
			",10005
251, Anchorage Water Polo Club,"Primary Pool:
				Wellsfargo Sports Center, University of Alaska
				2400 W. Campus Dr.Anchorage, AK  99508
				","
				 
					Club ID: 30245
 
				
			",10005
252, Anuenue Water Polo,"Primary Pool:
				Roosevelt High School
				1120 Nehoa StreetHonolulu, HI  96822
				","
				 
					Club ID: 1897
 
				
			",10005
253, Ashland Water Polo,"Primary Pool:
				Ashland Parks And Recreation- Daniel Meyer Pool
				Hunter ParkAshland, OR  97520
				","
				 
					Club ID: 29749
 
				
			",10005
254, Aurora Borealis,"Primary Pool:
				Medgar Evers Pool (WA)
				500 23Rd Avenue ESeattle, WA  98122
				","
				 
					Club ID: 30798
 
				
			",10005
255, Bainbridge Water Polo,"Primary Pool:
				Bainbridge Aquatics Center
				8521 Madison Ave.Bainbridge Island, WA  98110
				","
				 
					Club ID: 267
 
				
			",10005
256, Bellevue High School,"Primary Pool:
				Edgebrook Club
				13454 Se Newport WayBellevue, WA  98006
				","
				 
					Club ID: 1146
 
				
			",10005
257, Bend Waves Water Polo Club,"Primary Pool:
				Juniper Swim & Fitness Center
				800 Ne 6Th StreetBend, OR  97701
				","
				 
					Club ID: 20224
 
				
			",10005
258, Central Oahu Water Polo,"Primary Pool:
				Central Oahu Regional Park
				94-801 Kamehameha HwyWaipahu, HI  96779
				","
				 
					Club ID: 16997
 
				
			",10005
259, Central Washington University Water Polo Club,"Primary Pool:
				Central Washington University Aquatics Facility
				1601 N Walnut St.Ellensburg, WA  98926
				","
				 
					Club ID: 33732
 
				
			",10005
260, Chehalem Water Polo Club,"Primary Pool:
				Chehalem Aquatic Center
				1804 Haworth Ave.Newberg, OR  97132
				","
				 
					Club ID: 110
 
				
			",10005
261, Emerald City Water Polo Club,"Primary Pool:
				Ballard Swimming Pool
				1471 NW 67th StreetSeattle , WA  98117
				","
				 
					Club ID: 34139
 
				
			",10005
262, Eugene City Water Polo,"Primary Pool:
				Sheldon Pool
				2443 Willakenzie RoadEugene, OR  97401
				","
				 
					Club ID: 107
 
				
			",10005
263," Hawaii Water Polo, Inc","Primary Pool:
				Punahou School
				1601 Punahou StreetHonolulu, HI  96822
				","
				 
					Club ID: 1683
 
				
			",10005
264, Hawaiian Islands Water Polo,"Primary Pool:
				Punahou School
				1601 Punahou StreetHonolulu, HI  96822
				","
				 
					Club ID: 461
 
				
			",10005
265, Hilo Water Polo,"Primary Pool:
				Hilo High School
				556 Waianuenue AveHilo, HI  96720
				","
				 
					Club ID: 34468
 
				
			",10005
266, Honolulu Water Polo,"Primary Pool:
				Kamehameha Schools
				1887 Makuakane St.Honolulu, HI  96816
				","
				 
					Club ID: 17214
 
				
			",10005
267, Hood River Water Polo,"Primary Pool:
				Hood River Aquatic Center
				1601 May AveHood River, OR  97031
				","
				 
					Club ID: 21287
 
				
			",10005
268, Hui O Polo Wai,"Primary Pool:
				Konawaena High School
				81-1043 Konawaena School Rd.Kealakekua, HI  96750
				","
				 
					Club ID: 21177
 
				
			",10005
269, Inglemoor High School Water Polo Club,"Primary Pool:
				Aqua Club
				18512 58th Ave NEKenmore, WA  98028
				","
				 
					Club ID: 1858
 
				
			",10005
270, Ingraham HS Water Polo,"Primary Pool:
				Helen Madison Pool
				13401 Meridian Ave NSeattle, WA  98133
				","
				 
					Club ID: 30689
 
				
			",10005
271, Iolani Raiders Water Polo Club,"Primary Pool:
				Iolani School
				563 Kamoku StHonolulu, HI  96826
				","
				 
					Club ID: 33972
 
				
			",10005
272, Island Water Polo,"Primary Pool:
				Kihei Aquatic Center
				300 East Lipoa StreetKihei, HI  96753
				","
				 
					Club ID: 18830
 
				
			",10005
273, Juneau Water Polo Club,"Primary Pool:
				Augustus Brown Swimming Pool
				1619 Glacier AveJuneau, AK  99801
				","
				 
					Club ID: 34682
 
				
					
",10005
274, Lake Oswego Water Polo Organization,"Primary Pool:
				Lake Oswego School District Pool
				2455 Country Club Rd.Lake Oswego, OR  97034
				","
				 
					Club ID: 979
 
				
			",10005
275, Medford Water Polo,"Primary Pool:
				Medford Ymca
				522 W 6ThMedford, OR  97501
				","
				 
					Club ID: 15810
 
				
			",10005
276, Mercer Island Water Polo Club,"Primary Pool:
				Mercer Island Country Club
				8700 Southeast 71St StreetMercer Island, WA  98040
				","
				 
					Club ID: 230
 
				
			",10005
277, Mid-Pacific Water Polo Club,"Primary Pool:
				Livingston Pool
				2445 Kaala StreetHonolulu, HI  96822
				","
				 
					Club ID: 30666
 
				
			",10005
278, Narrows Water Polo Club,"Primary Pool:
				Gig Harbor High School
				5101 RosedaleGig Harbor, WA  98335
				","
				 
					Club ID: 22170
 
				
			",10005
279, Newport Hills Water Polo,"Primary Pool:
				Newport Hills Swim&Tennis Club
				5464 119Th Ave SeBellevue, WA  98006
				","
				 
					Club ID: 143
 
				
			",10005
280, Northwest Blue Crush Aquatic Club,"Primary Pool:
				Parkrose Community Swimming Pool
				12003 NE Shaver StPortland, OR  97220
				","
				 
					Club ID: 18534
 
				
			",10005
281, Northwest Orcas Water Polo Club,"Primary Pool:
				Newport Hills Swim&Tennis Club
				5464 119Th Ave SeBellevue, WA  98006
				","
				 
					Club ID: 23472
 
				
			",10005
282, Oahu Water Polo Club,"Primary Pool:
				Oahu Club
				6800 Hawaii Kai Dr.Honolulu, HI  96825
				","
				 
					Club ID: 16119
 
				
			",10005
283, Oregon Empire Water Polo Academy,"Primary Pool:
				Mt. Hood Community College Aquatic Center
				3545 NE 17th St.Gresham, OR  97030
				","
				 
					Club ID: 25931
 
				
			",10005
284, Paumalu Water Polo Club,"Primary Pool:
				Asia Pacific International School, Hawaii Campus
				54-230 Kamehameha Hwy.Hauula, HI  96717
				","
				 
					Club ID: 34448
 
				
			",10005
285, Puget Sound Polo,"Primary Pool:
				Curtis Aquatic Center
				8805 40Th St. W.University Place, WA  98466
				","
				 
					Club ID: 64
 
				
			",10005
286, Rain City Water Polo,"Primary Pool:
				Mercer Island Country Club
				8700 Southeast 71St StreetMercer Island, WA  98040
				","
				 
					Club ID: 20070
 
				
					
",10005
287, Roosevelt Water Polo,"Primary Pool:
				Helen Madison Pool
				13401 Meridian Ave NSeattle, WA  98133
				","
				 
					Club ID: 1694
 
				
			",10005
288, Sasquatch Imperial Polo Association,"Primary Pool:
				Helen Madison Pool
				13401 Meridian Ave NSeattle, WA  98133
				","
				 
					Club ID: 33814
 
				
			",10005
289, Seattle Otters Water Polo,"Primary Pool:
				Medgar Evers Pool (WA)
				500 23Rd Avenue ESeattle, WA  98122
				","
				 
					Club ID: 686
 
				
			",10005
290, Seattle University Water Polo Club,"Primary Pool:
				Redhawk Center East Pool
				550 14th AveSeattle, WA  98122
				","
				 
					Club ID: 19493
 
				
			",10005
291, Seattle Water Polo,"Primary Pool:
				Medgar Evers Pool (WA)
				500 23Rd Avenue ESeattle, WA  98122
				","
				 
					Club ID: 1459
 
				
			",10005
292, Smith Rock Water Polo Club,"Primary Pool:
				Cascade Swim Center
				465 Sw Rimrock WayP.O. Box 843Redmond, OR  97756
				","
				 
					Club ID: 33828
 
				
			",10005
293, SnoPeak Water Polo,"Primary Pool:
				Snohomish Aquatic Center
				516 Maple AvenueSnohomish, WA  98290
				","
				 
					Club ID: 33682
 
				
			",10005
294, Tualatin Hills Water Polo Club,"Primary Pool:
				Tualatin Hills Aquatic Center
				15707 Sw Walker RdBeaverton, OR  97006
				","
				 
					Club ID: 17540
 
				
			",10005
295, University Of Washington WPC,"Primary Pool:
				Hec Edmundson Pavillion Pool
				3870 Montlake Blvd. NESeattle, WA  98105
				","
				 
					Club ID: 65
 
				
			",10005
296, Washington State High School WP,"Primary Pool:
				Bainbridge Aquatics Center
				8521 Madison Ave.Bainbridge Island, WA  98110
				","
				 
					Club ID: 30416
 
				
			",10005
297, Washington Wave Aquatics Water Polo,"Primary Pool:
				Juanita High School Pool
				10601 NE 132nd StreetKirkland, WA  98034
				","
				 
					Club ID: 23437
 
				
			",10005
298, Washington Wolfpack Water Polo,"Primary Pool:
				Helen Madison Pool
				13401 Meridian Ave NSeattle, WA  98133
				","
				 
					Club ID: 34714
 
				
					
",10005
299, Willamette Valley Water Polo,"Primary Pool:
				Albany Community Pool
				2150 Se 36Th AveAlbany, OR  97322
				","
				 
					Club ID: 1838
 
				
			",10005
300, Windward Water Polo Club,"Primary Pool:
				Le Jardin Academy
				917 Kalanianaole HwyKailua, HI  96734
				","
				 
					Club ID: 20649
 
				
					
",10005
301, Bay Club Aquatics Water Polo,"Primary Pool:
				Pacific Athletic Club
				12000 Carmel Country Rd.San Diego, CA  92130
				","
				 
					Club ID: 23324
 
				
					
",10009
302, Carlsbad Masters Water Polo,"Primary Pool:
				Monroe Street Pool
				3401 Monroe StreetCarlsbad, CA  92008
				","
				 
					Club ID: 23562
 
				
			",10009
303, Carlsbad Water Polo,"Primary Pool:
				City of Carlsbad
				225 Monroe StreetCarlsbad, CA  92008
				","
				 
					Club ID: 1634
 
				
			",10009
304, Coronado Aquatics Club,"Primary Pool:
				Coronado High School - Brian Bent Memorial Aquatics Complex
				818 Sixth Street650 D Avenue611 Adella LaneCoronado, CA  92118
				","
				 
					Club ID: 86
 
				
			",10009
305, Costa Del Sur S.C.,"Primary Pool:
				Las Palmas
				1800 E 22nd StreetNational City, CA  91950
				","
				 
					Club ID: 34109
 
				
			",10009
306, Darkside,"Primary Pool:
				La Jolla High
				750 Nautilus StCountry Club, CA  92037
				","
				 
					Club ID: 20577
 
				
			",10009
307, Del Mar Water Polo Club,"Primary Pool:
				Cathedral Catholic High School
				5555 Del Mar Heights Rd.San Diego, CA  92130
				","
				 
					Club ID: 18227
 
				
			",10009
308, Del Norte Aquatics,"Primary Pool:
				Del Norte High School
				16601 Nighthawk LaneSan Diego, CA  92127
				","
				 
					Club ID: 30710
 
				
			",10009
309, East County Aquatics,"Primary Pool:
				Grossmont High School
				1100 Murray DriveEl Cajon, CA  92020
				","
				 
					Club ID: 15690
 
				
			",10009
310, Fallbrook Associated Swim Team,"Primary Pool:
				Fallbrook High School
				2400 Stagecoach LaneFallbrook, CA  92028
				","
				 
					Club ID: 15728
 
				
			",10009
311, Greater San Diego Water Polo Foundation,"Primary Pool:
				Del Norte High School
				16601 Nighthawk LaneSan Diego, CA  92127
				","
				 
					Club ID: 18540
 
				
			",10009
312, Highlander Polo,"Primary Pool:
				Helix High School Pool
				7323 University AveLa Mesa, CA  91941
				","
				 
					Club ID: 34622
 
				
			",10009
313, La Jolla United WPC,"Primary Pool:
				Coggan Family Aquatic Complex
				800 Nautilus StreetLa Jolla, CA  92037
				","
				 
					Club ID: 1654
 
				
			",10009
314, Moonlight Beach Water Polo Club,"Primary Pool:
				Alga Norte Aquatics Center
				6565 Alicante Rd.Carlsbad, CA  92009
				","
				 
					Club ID: 33708
 
				
			",10009
315, North County Riptides Water Polo,"Primary Pool:
				Washington Park Pool
				501 N. Rose St.Escondido, CA  92027
				","
				 
					Club ID: 19580
 
				
			",10009
316, North San Diego Stars,"Primary Pool:
				Vista Wave Water Park
				101 Wave DriveVista, CA  92083
				","
				 
					Club ID: 1371
 
				
			",10009
317, Odin Water Polo Club,"Primary Pool:
				Valhalla High School
				1725 Hillsdale RdEl Cajon, CA  92019
				","
				 
					Club ID: 30831
 
				
			",10009
318, Old Mission Bay Water Polo Club,"Primary Pool:
				San Dieguito Boys & Girls Club
				533 Lomas Sante Fe Dr.Solana Beach, CA  92075
				","
				 
					Club ID: 1440
 
				
			",10009
319, Pacific Polo,"Primary Pool:
				Westview High School
				13500 Camino Del SurSan Diego, CA  92129
				","
				 
					Club ID: 1285
 
				
			",10009
320, Poway Valley Water Polo,"Primary Pool:
				Poway High School
				15500 Espola Rd.Poway, CA  92128
				","
				 
					Club ID: 281
 
				
			",10009
321, Presidio Aquatics,"Primary Pool:
				USD Sports Cebter
				5998 Alcala ParkSan Diego, CA  92110
				","
				 
					Club ID: 34538
 
				
			",10009
322, San Diego Shores Water Polo Club,"Primary Pool:
				The Bishops School
				7607 La Jolla BlvdLa Jolla, CA  92115
				","
				 
					Club ID: 1156
 
				
			",10009
323, Seaside Water Polo,"Primary Pool:
				Monroe Street Pool
				3401 Monroe StreetCarlsbad, CA  92008
				","
				 
					Club ID: 34145
 
				
			",10009
324, SOL Water Polo,"Primary Pool:
				Southwestern College
				900 Otay Lakes Rd.Chula Vista, CA  91910
				","
				 
					Club ID: 34257
 
				
			",10009
325, Southern Water Polo Club,"Primary Pool:
				Memorial Pool
				2902 Marcy AveSan Diego, CA  92113
				","
				 
					Club ID: 31396
 
				
			",10009
326, Steele Canyon Water Polo Club,"Primary Pool:
				Steele Canyon High School
				12440 Campo RoadSpring Valley, CA  91978
				","
				 
					Club ID: 20798
 
				
			",10009
327, Sultan Polo,"Primary Pool:
				Santana High School
				9915 North Magnolia AvenueSantana, CA  92071
				","
				 
					Club ID: 216
 
				
			",10009
328, Sunset San Diego,"Primary Pool:
				University of California, San Diego
				3390 Voight DriveSan Diego, CA  92121
				","
				 
					Club ID: 137
 
				
			",10009
329, Talon,"Primary Pool:
				Boys and Girls Club
				533 Lomas Santa Fe DrSolana Beach, CA  92075
				","
				 
					Club ID: 84
 
				
			",10009
330, Test Club 3,"Primary Pool:
				Mountain View High School
				35353 Truman AveMountain View, CA  94040
				","
				 
					Club ID: 34435
 
				
			",10009
331, Test Club 3,"Primary Pool:
				Mountain View High School
				35353 Truman AveMountain View, CA  94040
				","
				 
					Club ID: 34434
 
				
			",10009
332, Wahines Water Polo Club,"Primary Pool:
				Valhalla High School
				1725 Hillsdale RdEl Cajon, CA  92019
				","
				 
					Club ID: 33892
 
				
			",10009
333, Waterdog Polo,"Primary Pool:
				Helix High School Pool
				7323 University AveLa Mesa, CA  91941
				","
				 
					Club ID: 16103
 
				
			",10009
334, Windansea Water Polo,"Primary Pool:
				Coggan Family Aquatic Complex
				800 Nautilus StreetLa Jolla, CA  92037
				","
				 
					Club ID: 34482
 
				
			",10009
335, 222 Water Polo,"Primary Pool:
				Archbishop Mitty High School
				5000 Mitty WaySan Jose, CA  95129
				","
				 
					Club ID: 31320
 
				
			",10006
336, 680 Water Polo,"Primary Pool:
				Las Lomas High School
				1460 S.Main St.Walnut Creek, CA  94596
				","
				 
					Club ID: 37
 
				
			",10006
337, Alameda Water Polo Club,"Primary Pool:
				Emma Hood Swim Center
				2256 Alameda AvenueAlameda, CA  94501
				","
				 
					Club ID: 16763
 
				
			",10006
338, Albany Armada Aquatics,"Primary Pool:
				Albany Aquatics Center
				1311 Portland AveAlbany, CA  94706
				","
				 
					Club ID: 30640
 
				
			",10006
